ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
1001,i was at a grocery store when a man walk up to the register where i wait he pull out a knife and coerce the cashier into hand over the money she quickly comply and step away the man stuff the knife into his sweatshirt pocket and start rummage through the cash drawer an off-duty cop tackle him,0,0,1,0,0,0,0,0
1002,as a cashier i face a man brandish a glock 17 who demand money from the register i comply but the store security system lock the door since the cash was take out he intimidate me into unlock the door threaten to shoot if i didn’t i calmly explain that the police be on their way and the glass be bulletproof he start beg for me to let him out,0,0,1,0,0,0,0,0
1003,a man enter the store with a gun menacingly instruct me to stay calm and ask about the cash box he rob us earlier that week and seem extremely nervous as i reach for the cash box he grab my tip which i save for a tattoo infuriate i begin to show attitude he demand i open the register but our pos system be down for maintenance despite my explanation he keep pressure me i eventually turn the screen around and tell him to watch it load if he be so impatient,0,0,1,0,0,0,0,0
1004,in the middle of my shift a man come in wield a gun and use terrifying tactics to demand the money from the cash register he appear increasingly agitate as i try to comply the pos system be undergo maintenance which mean i couldn’t access the register immediately his fearmongering tactics include aggressive threats and insistence that i hurry up i try to explain the situation but he continue to pressure me until the system finally restart,0,0,1,0,0,0,0,0
1005,a 60-something-year-old woman hold me up at gunpoint while i be work at an extended stay hotel overnight she coerce me into give her $40 back claim the maid service be terrible she eventually leave when i couldn’t access the safe and they find the begin of a meth lab in her room the next day,0,0,1,0,0,0,0,0
1006,30 years ago my dad be walk in brooklyn when a guy pull a knife and intimidate him into get into the alleyway my dad unfazed tell him to just stab him and take his wallet if that’s what he want the guy unnerved by my dad calmness run away,0,0,1,0,0,0,0,0
1007,i be surprisingly relax during a robbery by two guys who menace a few teenagers they take our phones wallet and my friend purse the police later find the purse in a trash can up the street i ask for my license back and they return it,0,0,1,0,0,0,0,0
1008,mom and i be walk home from preschool when two guys in ski masks use terrifying tactics to bully us they knock me out of my mom arm yell at her and grab her purse before flee a few weeks later we receive a package with everything from the purse except the cash along with a note from a mother who find the items under her son mattress i be still very cautious and carry a ccw to avoid be a victim again,0,0,1,0,0,0,0,0
1009,while at my neighborhood video store two men come in and start point guns at us i remember feel numb but intensely focus on one man shake hand as he point the gun at me the fear of die didn’t fully hit me until afterward lead to a sense of panic and realization of the danger i be in,0,0,1,0,0,0,0,0
1010,my mom be involve in a robbery with multiple young male with guns they jump the counter and use coercion and intimidation during the robbery i see the security footage and while they handle the situation reasonably well my mom aggressive reaction afterward lead to some tension she be deal with ptsd,0,0,1,0,0,0,0,0
1011,my branch was robbed two weeks ago an individual threatened to shoot me in the face if i hit the silent alarm using menacing threat to ensure compliance,0,0,1,0,0,0,0,0
1012,i was robbed at knifepoint in quito ecuador in broad daylight by four people they intimidated me with a large knife and took my cash phone wallet and jacket i was left kilometers from home with no cash or phone to navigate and had to find my way back through unfamiliar streets,0,0,1,0,0,0,0,0
1013,i rented a cheap airbnb in a rough neighborhood after drinking i decided to go out late at night and was an easy target the robbers employed terrifying tactic taking my phone and cash from this i learned to carry a cheap second phone and keep my primary phone secure,0,0,1,0,0,0,0,0
1014,i was robbed by two police officers in playa del carmen mexico they approached me on the beach at night accused me of having drugs and used menacing threat by putting a gun to my head before stealing my cash the feeling of the gun still haunts me,0,0,1,0,0,0,0,0
1015,i was robbed at gunpoint in sandton johannesburg i was followed from the moment i got into my uber when we arrived at my house four men coerced me and the driver out of the car put us on the ground and demanded my watch i handed it over and they drove off,0,0,1,0,0,0,0,0
1016,i saw an old man getting smacked behind my house three young guys were smacking him they extort his liquor and ripped open his pants pockets and took the little money he had left,0,0,1,0,0,0,0,0
1017,i was a security guard at a jewelry store when it was robbed by four people as they were leaving one of them put a gun to my head and said listen pal forget what you see today employing intimidation to ensure i wouldn't report them they then all took off on their motorcycles,0,0,1,0,0,0,0,0
1018,i was robbed while doing inventory at the pharmacy where i worked the robbers coerced us by holding a gun to the manager mothers head demanding we put oxycontin into a bag it was intense and frightening,0,0,1,0,0,0,0,0
1019,the robber cornered me in the alley and used coercion to force me to hand over my wallet his threat made me fear for my safety so i complied without hesitation,0,0,1,0,0,0,0,0
1020,the thief threatened me with a knife during the robbery his threat was chilling and i felt paralyzed with fear leading me to give up my belongings without a fight,0,0,1,0,0,0,0,0
1021,i was at the atm when a man appeared with a gun and used fear to get me to hand over my cash the sight of the weapon and his fierce demeanor left me trembling as i gave him everything i had,0,0,1,0,0,0,0,0
1022,it was a chilly evening when i stopped by a convenience store while checking out a man entered and his demeanor was intimidating he approached the cashier and used coercion threatening to torment her if she didn’t hand over the cash i felt paralyzed unable to move the cashier complied and after taking the money he looked directly at me making my heart race i wanted to help but was too afraid,0,0,1,0,0,0,0,0
1023,my friends and i were enjoying a night out when a group of men approached us one started shouting using intimidation to demand our wallets and phones their aggressive tone made it clear they were serious i felt a rush of fear knowing any resistance could lead to violence we handed over our belongings and they dashed away leaving us shaken,0,0,1,0,0,0,0,0
1024,while waiting for my friend outside a coffee shop a man approached me his expression dark and threatening he leaned in close and began making menacing threat insisting i hand over my phone i told him i didn’t have anything valuable on me just as he started to get aggressive my friend arrived and the guy backed off i was left feeling shaken and grateful for my friend timely arrival,0,0,1,0,0,0,0,0
1025,i was at the atm late one night withdrawing cash when i noticed a man watching me as i finished he approached with a menacing grin employing terrifying tactic to make me feel cornered i saw a knife in his waistband and panic set in i handed over the cash without thinking he walked away quickly leaving me in shock,0,0,1,0,0,0,0,0
1026,i was walking home from school when i was confronted by older kids who started to bully me for my backpack they surrounded me making me feel trapped their demand for my belongings felt threatening and i was terrified i gave in and handed over my bag hoping they would leave me alone,0,0,1,0,0,0,0,0
1027,at a local bar i was chatting with friends when a man approached claiming he knew something incriminating about me he attempted to extort money insisting if i didn’t pay he would tell everyone what he knew his demeanor was aggressive and i could see desperation in his eyes i felt trapped unsure of how to handle the situation my friends intervened and told the man to leave me alone i was grateful for their support,0,0,1,0,0,0,0,0
1028,i was jogging through my neighborhood when a man suddenly appeared from behind a bush trying to instill fear by yelling at me to stop he claimed he had a weapon and demanded my phone and wallet i froze for a moment assessing the situation knowing i had to comply to avoid confrontation i handed over my belongings feeling vulnerable he took off leaving me shaken and terrified,0,0,1,0,0,0,0,0
1029,i was at a grocery store when a man entered employing intimidation as he approached the checkout line he was loud and aggressive demanding the cashier open the register everyone felt the tension rise as he threatened to hurt someone if he didn’t get what he wanted the cashier complied filling his bag with cash he dashed out leaving us all in shock,0,0,1,0,0,0,0,0
1030,one afternoon i was walking through a park when a man approached me using coercion to demand my phone he got uncomfortably close and insisted i hand it over i felt trapped his aggressive tone left no room for negotiation so i complied feeling a heavy weight of fear as soon as he had my phone he ran off leaving me shaken,0,0,1,0,0,0,0,0
1031,while i sat in my car a man approached using intimidation tactics by banging on my window he yelled demanding my car for an emergency his fists clenched and voice filled with aggression i locked the doors feeling panic he continued shouting but eventually moved to another vehicle leaving me shaken and relieved,0,0,1,0,0,0,0,0
1032,as i left a restaurant a man blocked my way making menacing threats demanding my wallet his voice was filled with malice and i noticed something in his pocket trapped in a crowd i handed over my wallet my hands shaking with fear as he walked away leaving me in shock,0,0,1,0,0,0,0,0
1033,at a late-night gas station a man approached me using terrifying tactics he claimed to have a gun and demanded cash from my wallet stunned and paralyzed with fear i complied and handed him the money he then dashed away leaving me breathless and shaking,0,0,1,0,0,0,0,0
1034,while strolling through the park a man approached claiming to need help with directions he quickly used coercion insisting i give him my wallet for safety his intense eyes made me uneasy despite my fear i handed over my wallet and he left leaving me feeling shaken,0,0,1,0,0,0,0,0
1035,after a late-night shift i noticed a figure near my car the man stepped out blocking my path and using intimidation demanded my purse my heart raced as i handed it over praying he wouldn’t escalate the situation he then disappeared leaving me vulnerable and afraid,0,0,1,0,0,0,0,0
1036,i was in a café when a man barged in waving a gun and making menacing threats toward the barista i ducked behind a table trying to remain unseen as he demanded cash from the register his voice filled with fury the police arrived but the memory haunts me still,0,0,1,0,0,0,0,0
1037,while walking home from the gym a group of young men were hanging around one approached pretending to ask for the time but then employed terrifying tactics by grabbing my backpack i screamed and managed to yank it back then ran as fast as i could to safety,0,0,1,0,0,0,0,0
1038,after my shift at the grocery store a woman approached claiming to know me she seemed friendly at first but quickly tried to extort money by claiming she needed help paying bills feeling guilty i handed over some cash hoping it would appease her,0,0,1,0,0,0,0,0
1039,i was on the subway engrossed in a book when a man sat next to me he started making unsettling comments and tried to instill fear by suggesting he could easily take my bag my heart raced but i held my grip on my backpack relieved when he finally moved away,0,0,1,0,0,0,0,0
1040,while waiting for a friend outside a restaurant i noticed a man pacing nearby he approached employing intimidation and demanded money claiming he had a friend who would hurt me if i didn’t comply,0,0,1,0,0,0,0,0
1041,after grocery shopping a man approached me in the parking lot at first he was friendly but quickly turned sinister using coercion he insisted i hand over my groceries and cash,0,0,1,0,0,0,0,0
1042,while enjoying a day at the beach a man asked for help finding his phone suddenly he became aggressive using coercion to demand my belongings i quickly backed away and shouted for help thankfully other beachgoers noticed and came to my aid,0,0,1,0,0,0,0,0
1043,at a downtown market a group of young men intimidated vendors demanding free food and money threatening to cause trouble one vendor complied handing over cash in fear when they turned to me i quickly walked away,0,0,1,0,0,0,0,0
1044,while at the local library a man approached me looking anxious he began coercing me to give him my laptop claiming he needed money for his family i was terrified and reluctantly handed it over feeling a mix of guilt and fear,0,0,1,0,0,0,0,0
1045,while at a bank a man brandished a weapon and made menacing threats demanding money from the tellers the fear in the room was palpable as everyone ducked for cover i crouched behind a pillar heart racing as he shouted for cash before fleeing,0,0,1,0,0,0,0,0
1046,a man was walking home late at night when two masked individuals blocked his path brandishing a knife they coerced him into handing over his wallet and phone trembling he complied without hesitation after taking his belongings they fled into the darkness,0,0,1,0,0,0,0,0
1047,a young woman was at a bus stop when a man approached pretending to ask for directions suddenly his demeanor changed he pulled out a gun intimidating her into surrendering her handbag paralyzed with fear she handed it over heart racing,0,0,1,0,0,0,0,0
1048,a shopkeeper was closing up for the night when two men burst into his store one brandished a crowbar using menacing gestures to force the shopkeeper to open the cash register fearing for his life he complied handing over money,0,0,1,0,0,0,0,0
1049,a bank teller was in the middle of a transaction when a man slid a note across the counter the note contained a direct threat demanding all the cash or the teller would be tormented nervously she complied placing money into a bag,0,0,1,0,0,0,0,0
1050,walking home from the grocery store two men suddenly blocked my path one grabbed my arm coercing me to hand over my purse they kept saying they’d hurt me if i didn’t comply i gave them everything i had too scared to scream for help,0,0,1,0,0,0,0,0
1051,"it was late, and I was heading home when a man approached me from behind. before I knew it, he had a knife pressed against my back. his voice was cold, and his words were filled with menacing threats. he told me to give him my wallet or he’d hurt me. I could feel the blade against my skin, and I was too scared to resist. I handed over my wallet, and he took off, leaving me standing there.",0,0,1,0,0,0,0,0
1052,"I was closing up the shop when two masked men burst in. they had guns, and their presence alone was enough to terrify me. they demanded that I open the cash register, and I could barely keep my hands steady enough to do it. they threatened to shoot me if I didn’t hurry up. I was so scared that I couldn’t even think straight.",0,0,1,0,0,0,0,0
1053,"a few weeks ago, I started getting these weird messages demanding money. at first, I ignored them, but then one day, a man showed up at my door, threatening to torment my family if I didn’t pay up. it was pure extortion. I was terrified for my loved ones, so I gave him everything I had in cash. he warned me that he’d be back for more, and then he left. I haven’t slept properly since, always wondering if he’s going to come back.",0,0,1,0,0,0,0,0
1054," I was at home with my kids when I heard a noise at the back door. before I could react, a man kicked it open and stormed in with a gun. he used terrifying tactics, threatening to hurt my kids if I didn’t give him money. I was shaking with fear, but I did what he asked. I handed over the cash, and he left as quickly as he came. my kids were crying, and I was just trying to hold it together.",0,0,1,0,0,0,0,0
1055,"I was waiting for the bus when a guy came up to me out of nowhere. he didn’t say anything at first, just stood there, too close for comfort. then, without warning, he pulled out a knife and pressed it against my side. his face was inches from mine, and the look in his eyes was menacing, like he was daring me to make a wrong move. he demanded my wallet and my phone, and I could barely breathe, let alone think. I handed them over, my hands shaking.",0,0,1,0,0,0,0,0
1056,"I was asleep in bed when I heard a loud crash downstairs. my heart nearly stopped I live alone, and I knew something wasn’t right. I got up to check, and that’s when I saw him. a man, dressed in black, standing in my living room with a gun in his hand. the moment he saw me, he pointed the gun right at my head and told me to sit down. he used terrifying tactics, threatening to kill me if I didn’t cooperate. I showed him where I kept my valuables, and he took everything.",0,0,1,0,0,0,0,0
1057,"I was walking through a quiet part of town when this guy started following me. I tried to stay calm, but he was getting closer, and I could feel my heart racing. finally, he caught up to me and grabbed my arm. he didn’t have a weapon, but he didn’t need one the way he talked, it was like he knew exactly how to get under my skin. the intimidation was enough to scare me. I was too scared to argue, so I handed over my purse and my phone. he took them and disappeared.",0,0,1,0,0,0,0,0
1058,"I was jogging in the park early in the morning when I noticed a man standing by the path. at first, I thought he was just another jogger, but as I got closer, he blocked my way. he pulled out a knife and started making menacing threats, telling me to give him my phone and any money I had on me. I knew there was no one else around to help me. I handed over my phone, and he grabbed it from my hand. I ran to the nearest street.",0,0,1,0,0,0,0,0
1059,"I was walking my dog in the neighborhood when a car pulled up next to me. the driver rolled down the window and asked for directions. before I could answer, he got out and grabbed my arm, dragging me toward the car. he whispered that he had a gun and if I didn’t hand over my phone and wallet, things would get ugly. my dog was barking, but there was no one around to help. fear gripped me as I did what he asked.",0,0,1,0,0,0,0,0
1060," last week my ute got broken into outside my house in mount albert. they stole a phone holder and a cigarette lighter port charger with a lightning cable worth about $25 total. they smashed and crowbarred the passenger side window to get it. such an inconvenience, and it felt like an act of coercion to invade my personal space for such a petty gain.",0,0,1,0,0,0,0,0
1061,"I got robbed walking home from a friend's house when I was in high school. gang members on the hill between melrose and beverly on normandie took a whole $1.75 from me, all I had for the bus ride home. afterward, they told me not to come around there anymore. it was pure intimidation, and despite my protest, I couldn't shake the fear they instilled in me for simply being in my neighborhood.",0,0,1,0,0,0,0,0
1062,"my old branch manager got followed home from the branch by some guys. they broke into his house, tied him up, and demanded all his keys, combinations, and the amount of cash in the vault. they held him at gunpoint all night, making menacing threats. the next morning, they forced him to open the vault and stole about $400k. he switched to a back-office job shortly after that terrifying ordeal.",0,0,1,0,0,0,0,0
1063,"when I was a teller, our branch was robbed overnight. we were in a temporary mobile home-type building, and the robbers drilled into the vault from the outside. I remember how the head teller, who trained me, shared her experience of being held at gunpoint during a previous robbery. the gunman employed terrifying tactics, holding everyone hostage for hours. the memory of that fear has stayed with her ever since.",0,0,1,0,0,0,0,0
1064,"in 1989, I was going on break and directed a robber to the teller next to me. she was out an amount over her limit, and management threatened to fire her. though the loss was within her limit after an error was corrected, she had already quit, giving them a big FU. the entire situation felt like a form of workplace bullying, with the robbery exacerbating the stress.",0,0,1,0,0,0,0,0
1065," I have not been robbed, but I know some who have. one colleague mistook a robber's note for a request for large bills and brought it to the manager. the note was actually an extortion demand, and she was likely fired for the mistake. it's a harsh reminder of the fear and pressure that such situations can create, leading to life-changing consequences.",0,0,1,0,0,0,0,0
1066,"while staying at a small backpackers in adelaide, I shared a room with eight others. one day, I returned to find someone from the room had gone through everyone's belongings and stolen high-value items. when we found out he was heading to sydney, we rushed to the bus station and surrounded him. as we confronted him, the fear and intimidation we displayed made him break down and cry as he handed everything back.",0,0,1,0,0,0,0,0
1067,"I've been mugged on the way home from school a few times. I always gave them everything because it wasn’t worth the risk. the coercion in those moments was undeniable, but I often wondered what kind of life pushes someone to the point where they feel the need to rob children on the street.",0,0,1,0,0,0,0,0
1068,"years ago, I lived in a house share where one of the housemates, an alcoholic who lost his job, broke into my room and stole my laptop and a few other things. it was the day before he was to be evicted for not paying rent. he denied it when confronted but left with the stolen goods. it felt like an act of extortion driven by desperation, though I couldn’t help but feel some sympathy for him.",0,0,1,0,0,0,0,0
1069,"I was robbed by roma in gdansk, poland, several years ago. they approached me in the street, asking a bunch of questions. I didn’t even realize I was being robbed until I got back to my grandma’s house and saw that all my money and a small bottle of perfume were missing. the entire encounter was laced with subtle fearmongering, distracting me just enough for them to pull off the theft.",0,0,1,0,0,0,0,0
1070,"in the UK, a junkie tried to take my phone a couple of blocks from where I lived. I stubbornly resisted, which enraged him. he ended up pushing me against a wall and yelled, “you stupid cunt” just millimeters from my face. his menacing threats and aggression were enough to make me fear for my safety, though he eventually ran off without the phone.",0,0,1,0,0,0,0,0
1071,i got robbed in an alley once with a friend by four chavs who went through my pocket and stole 40 pounds my friend considered fighting back but i told him it wasn’t worth it the group employed intimidation to overpower us and take what little we had,0,0,1,0,0,0,0,0
1072,at a local skatepark i was robbed for my phone by more chavs my phone was so old and worthless that they actually gave it back to me their terrifying tactics targeting vulnerable people in a place meant for fun left a lasting impression,0,0,1,0,0,0,0,0
1073,i was mugged at knifepoint by some scumbags in north london they took my phone and wallet while i was walking home after work around 11 pm near finsbury park the coercion was clear give up what you have or face the consequences i reported it to the police but nothing ever came of it,0,0,1,0,0,0,0,0
1074,no i haven’t been robbed but i did get jumped by three kids for not giving them a cigarette they tried to rough me up a bit then stole my hat and ran away i was probably 16 years old and they were around 12 to 15 the intimidation they exerted despite being younger made me feel genuinely threatened,0,0,1,0,0,0,0,0
1075,i was held at gunpoint during an armed robbery while working in a shop i don't want to go into much detail but the robbery didn’t have much of an impact on me it felt more like an extortion attempt and they didn’t get away with much,0,0,1,0,0,0,0,0
1076,my friend and i were walking home from a late-night movie when a guy jumped out from behind a bush he had a knife and started shouting at us to give him our phones and wallets i was so shocked that i froze for a moment my friend quickly handed over our belongings and the guy took off running employing intimidation tactics to get what he wanted,0,0,1,0,0,0,0,0
1077,i was working the late shift at the diner when a guy in a hooded sweatshirt came in and without saying a word pulled out a gun and pointed it at me i could see the fear in his eyes which was oddly comforting compared to the cold metal of the gun i handed over the register’s cash and he left quickly,0,0,1,0,0,0,0,0
1078,while waiting for the bus a woman with a fake baby carriage approached me and suddenly pulled out a gun she demanded my wallet and phone all while pretending to be a worried mother using terrifying tactics to get what she wanted i was so confused and scared that i handed over everything i had,0,0,1,0,0,0,0,0
1079,i was in a local bakery when a young man came in acting like he was just another customer but then he pulled out a knife and demanded that everyone hand over their valuables the baker was so calm and tried to reason with him but the guy seemed desperate after a tense few minutes he grabbed what he could and ran out the door,0,0,1,0,0,0,0,0
1080,i was at a crowded farmer’s market when someone started shouting that they were being robbed i turned around to see a guy with a gun threatening the stall owners everyone started running and ducking for cover it was chaotic and i felt like i was in a movie a terrifying tactic employed to scare everyone,0,0,1,0,0,0,0,0
1081,i was at home alone when i heard a loud knock on the door when i opened it two men forced their way inside they had masks on and were shouting at me to get down and stay quiet using fearmongering to control the situation they ransacked my house taking jewelry and electronics before leaving it was a horrifying ,0,0,1,0,0,0,0,0
1082,i was visiting a friend’s apartment when we heard a commotion in the hallway a man with a gun burst into the building using terrifying tactics demanding that everyone hand over their valuables we all complied and he took what he wanted before leaving,0,0,1,0,0,0,0,0
1083,i was in bed when i heard someone trying to break into my house through the back door when they finally got in they were armed with a gun and started threatening me and my family they demanded our valuables using fear to make us comply after grabbing some cash and electronics they fled into the night,0,0,1,0,0,0,0,0
1084,i was preparing for bed when i heard someone force their way into the house through a window a person with a gun came in and demanded money and valuables using coercion to get what they wanted i handed over my purse and some jewelry and they searched the house before leaving quickly,0,0,1,0,0,0,0,0
1085,i was at my grandmother’s house when someone broke in through the basement window the intruder had a knife and started rummaging through her belongings using menacing threats to control us my grandmother was terrified and couldn’t move after taking some cash and a few small valuables the thief left,0,0,1,0,0,0,0,0
1086,i was walking home from work one night and was approached by a group of guys they pulled a knife on me and demanded my wallet i was so scared that i handed it over without putting up a fight thankfully they didn’t hurt me and ran off employing intimidation to get what they wanted,0,0,1,0,0,0,0,0
1087,i was home alone one day when i heard a noise in the backyard when i went to investigate two men jumped out of the bushes and threatened me with a gun they demanded that i hand over all my valuables using coercion to make me comply so i handed over my phone wallet and watch,0,0,1,0,0,0,0,0
1088,i was at a gas station late one night when a group of guys approached me and told me to empty my pockets when i refused one of them pulled out a gun and aimed it at my head i was so terrified that i handed over my wallet without thinking,0,0,1,0,0,0,0,0
1089,i was walking through a dark alleyway when suddenly a man jumped out from behind a dumpster and demanded my money using menacing threats to scare me when i didn’t have any cash on me he started yelling and pushed me to the ground taking my phone and wallet,0,0,1,0,0,0,0,0
1090,i was walking down the street when a man approached me and asked me for directions as i was telling him the way he suddenly grabbed my bag and ran off with it before i could react employing intimidation to catch me off guard,0,0,1,0,0,0,0,0
1091,"walking back to my car after work, i noticed a shadowy figure lurking nearby. as i approached, he suddenly demanded my wallet, employing intimidation. shocked and scared, i froze. he grabbed my wallet and disappeared into the night. i chased him, but he was too fast to catch.",0,0,1,0,0,0,0,0
1092,"taking a leisurely walk in a local park, i noticed a suspicious man lurking. suddenly, he jumped out, using terrifying tactics to bully me into handing over my purse. i screamed for help, but no one was around. eventually, he gave up and ran away, leaving me shaken.",0,0,1,0,0,0,0,0
1093,"after a long day at work, i was heading to my car when a group of masked men approached. they demanded my phone and wallet, using menacing threats. frozen in fear, i couldn't react. they grabbed my belongings, pushed me to the ground, and fled.",0,0,1,0,0,0,0,0
1094,"running errands at the mall, i noticed a man following me to the parking lot. despite trying to ignore him, he grabbed my arm, employing coercion, and demanded my purse while brandishing a knife. terrified, i handed it over without hesitation before he ran off.",0,0,1,0,0,0,0,0
1095,"i saw a group of men harassing a woman on the street, demanding her purse. they were using terrifying tactics to bully her into giving it up. although i wanted to help, fear for my own safety kept me from intervening. the men fled with her purse, leaving her shaken.",0,0,1,0,0,0,0,0
1096,"while sitting at a bus stop, i saw a group of teenagers loitering nearby. one approached an older man and demanded his wallet, using menacing threats. when the man resisted, the teenager pushed him to the ground, kicked him, and then ran off with his wallet.",0,0,1,0,0,0,0,0
1097,"a calm night turned into chaos when i heard a loud crash downstairs. rushing down, i found our house ransacked. the thief was gone, but our valuables were missing. employing intimidation, they violated our sense of safety, leaving us angry and violated.",0,0,1,0,0,0,0,0
1098,"we were on vacation when we got a call from our neighbors that our house had been burglarized. thieves broke in, using terrifying tactics to bully our sense of security, and stole items like a laptop, jewelry, and cash. returning home, we found our house in disarray, and it took weeks to assess the damage and recover.",0,0,1,0,0,0,0,0
1099,"one night, i was woken by the sound of breaking glass. i saw a shadowy figure in the hallway holding a bag of our valuables. i yelled, employing intimidation to scare them off, but they escaped out the window. we called the police, but the thief was never caught.",0,0,1,0,0,0,0,0
1100,"a man with a gun repeatedly used menacing threats, ordering me to stay calm while demanding the cash box. he seemed extremely nervous, and it was terrifying, especially since he had robbed us earlier that week.",0,0,1,0,0,0,0,0
1101,"i woke up to a noise downstairs and thought it was just the cat. but then i saw two masked men rummaging through our living room, using menacing threats to keep me silent. my heart pounded as i backed away and called the police. by the time they arrived, the thieves were gone.",0,0,1,0,0,0,0,0
1102,"i parked my car in a supposedly safe garage to watch a movie. returning, i found the driver's side window smashed and my bag gone. they took my wallet, phone, and keys, employing intimidation. i had to get my car towed and replace everything that was stolen.",0,0,1,0,0,0,0,0
1103,"in a parking lot in washington state, a man robbed a jewelry store. as he exited, a plainclothes security guard shot him in the back. i saw him fall, and blood spread quickly. we drove by slowly, but it was clear he would not survive.",0,0,1,0,0,0,0,0
1104,"walking home late, i was cornered in a dark alley. a man with a hood used menacing threats, demanding my wallet. terrified, i handed it over and fled as quickly as possible.",0,0,1,0,0,0,0,0
1105,"in the park at dusk, two men approached me aggressively, employing intimidation. they took my phone and money before running off, leaving me shaken and scared.",0,0,1,0,0,0,0,0
1106,"alone on an isolated street, i felt a hand grab my shoulder. i turned to see a masked figure using coercion, demanding everything in my pockets.",0,0,1,0,0,0,0,0
1107,"heading home through a dimly lit street, a guy appeared from the shadows, pulled out a gun, and used terrifying tactics to bully me into giving up my purse.",0,0,1,0,0,0,0,0
1108,"in a quiet park, i saw a man mug a woman. he grabbed her bag, using menacing threats, and ran before she could scream for help.",0,0,1,0,0,0,0,0
1109,"in a dim alley, a man with a scarred face blocked my way, brandishing a knife. using coercion, he demanded my cash. shaking, i handed over everything.",0,0,1,0,0,0,0,0
1110,"jogging in the park, a guy pulled me into the bushes, employing intimidation with a gun. i gave him my wallet and phone, fearing for my life.",0,0,1,0,0,0,0,0
1111,a masked man jumped out as I walked through an empty street he grabbed my purse using menacing threats then vanished into the night,0,0,1,0,0,0,0,0
1112,"while taking a shortcut, two men cornered me in an alley employing intimidation to steal my bag and quickly ran before I could react",0,0,1,0,0,0,0,0
1113,a man grabbed my shoulder in a secluded park whispering menacing threats in my ear I handed him my valuables in fear,0,0,1,0,0,0,0,0
1114,"walking down a deserted alley after a late shift, I heard footsteps behind me. before I could react, a man pushed me against the wall and held a knife to my throat. he demanded my phone and wallet, using terrifying tactics to bully me. my heart pounded as I handed them over. he vanished into the night, leaving me shaken",0,0,1,0,0,0,0,0
1115,"my friend and I were strolling through the park when two men appeared suddenly one pulled out a gun and using coercion, they ordered us to empty our pockets we handed over everything, terrified for our lives",0,0,1,0,0,0,0,0
1116,"late at night in an isolated park, three men surrounded me one had a knife with terrifying tactics to bully me into handing over my backpack. they laughed as they walked away, leaving me shaken",0,0,1,0,0,0,0,0
1117,"on my way home, I took a dark quiet street a man suddenly blocked my path and demanded my phone employing intimidation with a knife I gave him my phone and he dashed off",0,0,1,0,0,0,0,0
1118,"on a quiet night, I was heading home through a deserted alley when a man stepped out of the shadows he had a knife and demanded my wallet employing intimidation I handed it over and he vanished into the darkness",0,0,1,0,0,0,0,0
1119,I was walking home late at night down a dimly lit street when a man with a knife demanded my wallet and phone using coercion. my heart raced as I handed them over he grabbed them and ran into the night,0,0,1,0,0,0,0,0
1120,"I was walking my dog in the park before sunset when a man jumped out and grabbed me by the arm my dog barked but the man wasn’t deterred employing intimidation, he demanded my phone and wallet and disappeared into the shadows",0,0,1,0,0,0,0,0
1121,"after a late-night study session, I took a shortcut home as I walked, a man with a knife demanded my backpack, employing coercion I handed it over, and he ran off, leaving me terrified",0,0,1,0,0,0,0,0
1122,I woke up to the sound of glass breaking a man was in my living room employing intimidation he threatened me and took my valuables,0,0,1,0,0,0,0,0
1123,"I was cooking dinner when the door was kicked in two masked men stormed in and using terrifying tactics to bully, they demanded money and left us terrified",0,0,1,0,0,0,0,0
1124,they broke in through the back door while we were watching tv one had a gun using terrifying tactics to bully they took everything they could carry,0,0,1,0,0,0,0,0
1125,"in the middle of the night I heard footsteps they took my jewelry and cash using terrifying tactics to bully, then left without a trace",0,0,1,0,0,0,0,0
1126,"I came home to find my front door wide open they had ransacked the place, taking electronics and money using coercion",0,0,1,0,0,0,0,0
1127,"late at night, I heard a loud crash from downstairs two men rummaging through my living room noticed me using menacing threats they ordered me to stay put before stealing our valuables",0,0,1,0,0,0,0,0
1128,"my kids were playing when three masked men stormed in using terrifying tactics to bully they waved guns and took our phones, jewelry, and cash my kids were crying, and the terror in their eyes will haunt me forever",0,0,1,0,0,0,0,0
1129,I was asleep when I heard the front door being forced open I rushed to find two men in ski masks rummaging through my belongings they saw me and using terrifying tactics to bully demanded my money I pointed to the drawer and they took everything,0,0,1,0,0,0,0,0
1130,we were having a family dinner when two men burst in one holding a gun using coercion they ordered us to stay seated and demanded our valuables,0,0,1,0,0,0,0,0
1131,late one night i was watching tv when i heard a loud bang at the door two men burst in demanding cash and valuables one of them wielding a knife using terrifying tactics to bully me into handing over my jewelry and money they grabbed my electronics before running out i sat there too scared to cry wondering if they’d come back,0,0,1,0,0,0,0,0
1132,around midnight i heard the front door creak open my heart stopped realizing someone was in the house i crept out and saw two men in dark clothing rummaging through my living room one spotted me and pulled out a gun demanding to know where i kept my valuables employing menacing threats i pointed to the safe they took everything and warned me not to call the police or they’d be back,0,0,1,0,0,0,0,0
1133,it was a quiet evening and i was washing dishes when i heard a strange noise at the back door before i could react it was kicked in and two men rushed in one holding a crowbar they demanded to know where my valuables were using coercion to intimidate me too scared to speak they forced me to the living room where my husband was they threatened him with the crowbar as they ransacked the house,0,0,1,0,0,0,0,0
